CODE_STATION	TYPO_NATIONALE	TG_BV	PERIODE_DEBUT	PERIODE_FIN
03221700	P9-A	NON	2021	2021
03221700	P9-A	NON	2022	2022
03221795	P9-A	NON	2010	2010
03221795	P9-A	NON	2011	2011
03221795	P9-A	NON	2012	2012
03221795	P9-A	NON	2013	2013
03221795	P9-A	NON	2014	2014
03221795	P9-A	NON	2015	2015
03221795	P9-A	NON	2016	2016
03221795	P9-A	NON	2017	2017
03221795	P9-A	NON	2018	2018
03221795	P9-A	NON	2019	2019
03221795	P9-A	NON	2020	2020
03221795	P9-A	NON	2021	2021
03221860	P9-A	NON	2015	2015
03221860	P9-A	NON	2016	2016
03221860	P9-A	NON	2017	2017
03221860	P9-A	NON	2018	2018
03221860	P9-A	NON	2019	2019
03221860	P9-A	NON	2020	2020
03221860	P9-A	NON	2021	2021
03221860	P9-A	NON	2022	2022
03221860	P9-A	NON	2023	2023
03221860	P9-A	NON	2024	2024
03221860	P9-A	NON	2025	2025
03221940	P9-A	NON	2015	2015
03221940	P9-A	NON	2016	2016
03221940	P9-A	NON	2017	2017
03221940	P9-A	NON	2018	2018
03221940	P9-A	NON	2019	2019
03221940	P9-A	NON	2020	2020
03221940	P9-A	NON	2021	2021
03221940	P9-A	NON	2022	2022
03222000	M9-A	NON	2006	2006
03222000	M9-A	NON	2007	2007
03222000	M9-A	NON	2008	2008
03222000	M9-A	NON	2009	2009
03222000	M9-A	NON	2010	2010
03222000	M9-A	NON	2011	2011
03222000	M9-A	NON	2012	2012
03222000	M9-A	NON	2013	2013
03222000	M9-A	NON	2014	2014
03222000	M9-A	NON	2015	2015
03222000	M9-A	NON	2016	2016
03222000	M9-A	NON	2017	2017
03222000	M9-A	NON	2018	2018
03222000	M9-A	NON	2019	2019
03222000	M9-A	NON	2020	2020
03222000	M9-A	NON	2021	2021
03222275	M9-A	NON	2010	2010
03222275	M9-A	NON	2011	2011
03222275	M9-A	NON	2012	2012
03222275	M9-A	NON	2013	2013
03222275	M9-A	NON	2014	2014
03222275	M9-A	NON	2015	2015
03222275	M9-A	NON	2016	2016
03222275	M9-A	NON	2017	2017
03222275	M9-A	NON	2018	2018
03222275	M9-A	NON	2019	2019
03222275	M9-A	NON	2020	2020
03222275	M9-A	NON	2021	2021
03222275	M9-A	NON	2022	2022
03222275	M9-A	NON	2023	2023
03222275	M9-A	NON	2024	2024
03222327	P9-A	NON	2004	2004
03222327	P9-A	NON	2005	2005
03222327	P9-A	NON	2006	2006
03222327	P9-A	NON	2007	2007
03222327	P9-A	NON	2008	2008
03222327	P9-A	NON	2009	2009
03222327	P9-A	NON	2010	2010
03222327	P9-A	NON	2011	2011
03222327	P9-A	NON	2012	2012
03222327	P9-A	NON	2013	2013
03222327	P9-A	NON	2014	2014
03222327	P9-A	NON	2015	2015
03222327	P9-A	NON	2016	2016
03222327	P9-A	NON	2017	2017
03222327	P9-A	NON	2018	2018
03222327	P9-A	NON	2019	2019
03222327	P9-A	NON	2020	2020
03222327	P9-A	NON	2021	2021
03222327	P9-A	NON	2022	2022
03222329	P9-A	NON	2015	2015
03222329	P9-A	NON	2016	2016
03222329	P9-A	NON	2017	2017
03222329	P9-A	NON	2018	2018
03222329	P9-A	NON	2019	2019
03222329	P9-A	NON	2020	2020
03222329	P9-A	NON	2021	2021
03222329	P9-A	NON	2022	2022
03222329	P9-A	NON	2023	2023
03222329	P9-A	NON	2024	2024
03222345	P9	NON	2004	2004
03222345	P9	NON	2005	2005
03222345	P9	NON	2006	2006
03222345	P9	NON	2007	2007
03222345	P9	NON	2008	2008
03222345	P9	NON	2009	2009
03222345	P9	NON	2010	2010
03222345	P9	NON	2011	2011
03222345	P9	NON	2012	2012
03222345	P9	NON	2013	2013
03222345	P9	NON	2014	2014
03222345	P9	NON	2015	2015
03222345	P9	NON	2016	2016
03222345	P9	NON	2017	2017
03222345	P9	NON	2018	2018
03222345	P9	NON	2019	2019
03222345	P9	NON	2020	2020
03222345	P9	NON	2021	2021
03222345	P9	NON	2022	2022
03222380	P9-A	NON	2015	2015
03222380	P9-A	NON	2016	2016
03222380	P9-A	NON	2017	2017
03222380	P9-A	NON	2018	2018
03222380	P9-A	NON	2019	2019
03222380	P9-A	NON	2020	2020
03222380	P9-A	NON	2021	2021
03222380	P9-A	NON	2022	2022
03222418	TP9	NON	2016	2016
03222418	TP9	NON	2017	2017
03222418	TP9	NON	2018	2018
03222418	TP9	NON	2019	2019
03222418	TP9	NON	2020	2020
03222418	TP9	NON	2021	2021
03222418	TP9	NON	2022	2022
03222418	TP9	NON	2023	2023
03222418	TP9	NON	2024	2024
03222418	TP9	NON	2025	2025
03222480	P9	NON	2010	2010
03222480	P9	NON	2011	2011
03222480	P9	NON	2012	2012
03222480	P9	NON	2013	2013
03222480	P9	NON	2014	2014
03222480	P9	NON	2015	2015
03222480	P9	NON	2016	2016
03222480	P9	NON	2017	2017
03222480	P9	NON	2018	2018
03222480	P9	NON	2019	2019
03222480	P9	NON	2020	2020
03222480	P9	NON	2021	2021
03222480	P9	NON	2022	2022
03222480	P9	NON	2023	2023
03222480	P9	NON	2024	2024
03222780	TP9	NON	1985	1985
03222780	TP9	NON	1986	1986
03222780	TP9	NON	1987	1987
03222780	TP9	NON	1988	1988
03222780	TP9	NON	1989	1989
03222780	TP9	NON	1990	1990
03222780	TP9	NON	1991	1991
03222780	TP9	NON	1992	1992
03222780	TP9	NON	1993	1993
03222780	TP9	NON	1994	1994
03222780	TP9	NON	1995	1995
03222780	TP9	NON	1996	1996
03222780	TP9	NON	1997	1997
03222780	TP9	NON	1998	1998
03222780	TP9	NON	1999	1999
03222780	TP9	NON	2000	2000
03222780	TP9	NON	2001	2001
03222780	TP9	NON	2002	2002
03222780	TP9	NON	2003	2003
03222780	TP9	NON	2004	2004
03222780	TP9	NON	2005	2005
03222780	TP9	NON	2006	2006
03222780	TP9	NON	2007	2007
03222780	TP9	NON	2008	2008
03222780	TP9	NON	2009	2009
03222780	TP9	NON	2010	2010
03222780	TP9	NON	2011	2011
03222780	TP9	NON	2012	2012
03222780	TP9	NON	2013	2013
03222780	TP9	NON	2014	2014
03222780	TP9	NON	2015	2015
03222780	TP9	NON	2016	2016
03222780	TP9	NON	2017	2017
03222780	TP9	NON	2018	2018
03222780	TP9	NON	2019	2019
03222780	TP9	NON	2020	2020
03222780	TP9	NON	2021	2021
03222780	TP9	NON	2022	2022
03222780	TP9	NON	2023	2023
03222780	TP9	NON	2024	2024
03223200	P9	NON	1986	1986
03223200	P9	NON	1987	1987
03223200	P9	NON	1988	1988
03223200	P9	NON	1989	1989
03223200	P9	NON	1990	1990
03223200	P9	NON	1991	1991
03223200	P9	NON	1992	1992
03223200	P9	NON	1993	1993
03223200	P9	NON	1994	1994
03223200	P9	NON	1995	1995
03223200	P9	NON	1996	1996
03223200	P9	NON	1997	1997
03223200	P9	NON	1998	1998
03223200	P9	NON	1999	1999
03223200	P9	NON	2000	2000
03223200	P9	NON	2001	2001
03223200	P9	NON	2002	2002
03223200	P9	NON	2003	2003
03223200	P9	NON	2004	2004
03223200	P9	NON	2005	2005
03223200	P9	NON	2006	2006
03223200	P9	NON	2007	2007
03223200	P9	NON	2008	2008
03223200	P9	NON	2009	2009
03223200	P9	NON	2010	2010
03223200	P9	NON	2011	2011
03223200	P9	NON	2012	2012
03223200	P9	NON	2013	2013
03223200	P9	NON	2014	2014
03223200	P9	NON	2015	2015
03223200	P9	NON	2016	2016
03223200	P9	NON	2017	2017
03223200	P9	NON	2018	2018
03223200	P9	NON	2019	2019
03223200	P9	NON	2020	2020
03223200	P9	NON	2021	2021
03223200	P9	NON	2022	2022
03223200	P9	NON	2023	2023
03223200	P9	NON	2024	2024
03223240	TP9	NON	2015	2015
03223240	TP9	NON	2016	2016
03223240	TP9	NON	2017	2017
03223240	TP9	NON	2018	2018
03223240	TP9	NON	2019	2019
03223500	P9	NON	2012	2012
03223500	P9	NON	2013	2013
03223500	P9	NON	2014	2014
03223500	P9	NON	2015	2015
03223500	P9	NON	2016	2016
03223500	P9	NON	2017	2017
03223500	P9	NON	2018	2018
03223500	P9	NON	2019	2019
03223500	P9	NON	2020	2020
03223500	P9	NON	2021	2021
03223500	P9	NON	2022	2022
03223500	P9	NON	2023	2023
03223500	P9	NON	2024	2024
03224400	P9-A	NON	2010	2010
03224400	P9-A	NON	2011	2011
03224400	P9-A	NON	2012	2012
03224400	P9-A	NON	2013	2013
03224400	P9-A	NON	2014	2014
03224400	P9-A	NON	2015	2015
03224400	P9-A	NON	2016	2016
03224400	P9-A	NON	2017	2017
03224400	P9-A	NON	2018	2018
03224400	P9-A	NON	2019	2019
03224400	P9-A	NON	2020	2020
03224400	P9-A	NON	2021	2021
03224400	P9-A	NON	2022	2022
03224407	P9-A	NON	2014	2014
03224407	P9-A	NON	2015	2015
03224407	P9-A	NON	2016	2016
03224407	P9-A	NON	2017	2017
03224407	P9-A	NON	2018	2018
03224407	P9-A	NON	2019	2019
03224407	P9-A	NON	2020	2020
03224955	P9-A	NON	2011	2011
03224955	P9-A	NON	2012	2012
03224955	P9-A	NON	2013	2013
03224955	P9-A	NON	2014	2014
03224955	P9-A	NON	2015	2015
03224955	P9-A	NON	2016	2016
03224955	P9-A	NON	2017	2017
03224955	P9-A	NON	2018	2018
03224955	P9-A	NON	2019	2019
03224955	P9-A	NON	2020	2020
03224955	P9-A	NON	2021	2021
03224955	P9-A	NON	2022	2022
03224955	P9-A	NON	2023	2023
03224955	P9-A	NON	2024	2024
03224955	P9-A	NON	2025	2025
03224975	P9-A	NON	2014	2014
03224975	P9-A	NON	2015	2015
03224975	P9-A	NON	2016	2016
03224975	P9-A	NON	2017	2017
03224975	P9-A	NON	2018	2018
03224975	P9-A	NON	2019	2019
03224975	P9-A	NON	2020	2020
03224990	P9-A	NON	2010	2010
03225015	P9-A	NON	2010	2010
03225015	P9-A	NON	2011	2011
03225015	P9-A	NON	2012	2012
03225015	P9-A	NON	2013	2013
03225015	P9-A	NON	2014	2014
03225015	P9-A	NON	2015	2015
03225015	P9-A	NON	2016	2016
03225015	P9-A	NON	2017	2017
03225015	P9-A	NON	2018	2018
03225015	P9-A	NON	2019	2019
03225015	P9-A	NON	2020	2020
03225015	P9-A	NON	2021	2021
03225015	P9-A	NON	2022	2022
03225015	P9-A	NON	2023	2023
03225015	P9-A	NON	2024	2024
03225015	P9-A	NON	2025	2025
03225030	P9-A	NON	2010	2010
03225030	P9-A	NON	2011	2011
03225030	P9-A	NON	2012	2012
03225030	P9-A	NON	2013	2013
03225030	P9-A	NON	2014	2014
03225030	P9-A	NON	2015	2015
03225030	P9-A	NON	2016	2016
03225030	P9-A	NON	2017	2017
03225030	P9-A	NON	2018	2018
03225030	P9-A	NON	2019	2019
03225030	P9-A	NON	2020	2020
03225030	P9-A	NON	2021	2021
03225030	P9-A	NON	2022	2022
03225040	P9-A	NON	2014	2014
03225040	P9-A	NON	2015	2015
03225062	P9-A	NON	2014	2014
03225062	P9-A	NON	2015	2015
03225150	P9-A	NON	2010	2010
03225150	P9-A	NON	2011	2011
03225150	P9-A	NON	2012	2012
03225150	P9-A	NON	2013	2013
03225150	P9-A	NON	2014	2014
03225150	P9-A	NON	2015	2015
03225150	P9-A	NON	2016	2016
03225150	P9-A	NON	2017	2017
03225150	P9-A	NON	2018	2018
03225150	P9-A	NON	2019	2019
03225150	P9-A	NON	2020	2020
03225315	TP9	NON	2018	2018
03225315	TP9	NON	2019	2019
03225315	TP9	NON	2020	2020
03225315	TP9	NON	2021	2021
03225315	TP9	NON	2022	2022
03225315	TP9	NON	2023	2023
03225315	TP9	NON	2024	2024
03225340	TP9	NON	2018	2018
03225340	TP9	NON	2019	2019
03225340	TP9	NON	2020	2020
03225340	TP9	NON	2021	2021
03225340	TP9	NON	2022	2022
03225350	TP9	NON	2013	2013
03225350	TP9	NON	2014	2014
03225350	TP9	NON	2015	2015
03225350	TP9	NON	2016	2016
03225350	TP9	NON	2017	2017
03225350	TP9	NON	2018	2018
03225350	TP9	NON	2019	2019
03225350	TP9	NON	2020	2020
03225350	TP9	NON	2021	2021
03225450	TP9	NON	2013	2013
03225450	TP9	NON	2014	2014
03225450	TP9	NON	2015	2015
03225450	TP9	NON	2016	2016
03225450	TP9	NON	2017	2017
03225450	TP9	NON	2018	2018
03225450	TP9	NON	2019	2019
03225450	TP9	NON	2020	2020
03225460	P9	NON	1983	1983
03225460	P9	NON	1984	1984
03225460	P9	NON	1985	1985
03225460	P9	NON	1986	1986
03225460	P9	NON	1987	1987
03225460	P9	NON	1988	1988
03225460	P9	NON	1989	1989
03225460	P9	NON	1990	1990
03225460	P9	NON	1991	1991
03225460	P9	NON	1992	1992
03225460	P9	NON	1993	1993
03225460	P9	NON	1994	1994
03225460	P9	NON	1995	1995
03225460	P9	NON	1996	1996
03225460	P9	NON	1997	1997
03225460	P9	NON	1998	1998
03225460	P9	NON	1999	1999
03225460	P9	NON	2000	2000
03225460	P9	NON	2001	2001
03225460	P9	NON	2002	2002
03225460	P9	NON	2003	2003
03225460	P9	NON	2004	2004
03225460	P9	NON	2005	2005
03225460	P9	NON	2006	2006
03225460	P9	NON	2007	2007
03225460	P9	NON	2008	2008
03225460	P9	NON	2009	2009
03225460	P9	NON	2010	2010
03225460	P9	NON	2011	2011
03225460	P9	NON	2012	2012
03225460	P9	NON	2013	2013
03225460	P9	NON	2014	2014
03225460	P9	NON	2015	2015
03225460	P9	NON	2016	2016
03225460	P9	NON	2017	2017
03225460	P9	NON	2018	2018
03225460	P9	NON	2019	2019
03225460	P9	NON	2020	2020
03225460	P9	NON	2021	2021
03225460	P9	NON	2022	2022
03225460	P9	NON	2023	2023
03225460	P9	NON	2024	2024
03225645	TP9	NON	2018	2018
03225645	TP9	NON	2019	2019
03225645	TP9	NON	2020	2020
03225645	TP9	NON	2021	2021
03225645	TP9	NON	2022	2022
03225645	TP9	NON	2023	2023
03225645	TP9	NON	2024	2024
03225865	TP9	NON	2018	2018
03225865	TP9	NON	2019	2019
03225865	TP9	NON	2020	2020
03226000	P9	NON	2005	2005
03226000	P9	NON	2006	2006
03226000	P9	NON	2007	2007
03226000	P9	NON	2008	2008
03226000	P9	NON	2009	2009
03226000	P9	NON	2010	2010
03226000	P9	NON	2011	2011
03226000	P9	NON	2012	2012
03226000	P9	NON	2013	2013
03226000	P9	NON	2014	2014
03226000	P9	NON	2015	2015
03226000	P9	NON	2016	2016
03226000	P9	NON	2017	2017
03226000	P9	NON	2018	2018
03226000	P9	NON	2019	2019
03226000	P9	NON	2020	2020
03226000	P9	NON	2021	2021
03226000	P9	NON	2022	2022
03226000	P9	NON	2023	2023
03226000	P9	NON	2024	2024
03226000	P9	NON	2025	2025
03226300	P9	NON	1990	1990
03226300	P9	NON	1991	1991
03226300	P9	NON	1992	1992
03226300	P9	NON	1993	1993
03226300	P9	NON	1994	1994
03226300	P9	NON	1995	1995
03226300	P9	NON	1996	1996
03226300	P9	NON	1997	1997
03226300	P9	NON	1998	1998
03226300	P9	NON	1999	1999
03226300	P9	NON	2000	2000
03226300	P9	NON	2001	2001
03226300	P9	NON	2002	2002
03226300	P9	NON	2003	2003
03226300	P9	NON	2004	2004
03226300	P9	NON	2005	2005
03226300	P9	NON	2006	2006
03226300	P9	NON	2007	2007
03226300	P9	NON	2008	2008
03226300	P9	NON	2009	2009
03226300	P9	NON	2010	2010
03226300	P9	NON	2011	2011
03226300	P9	NON	2012	2012
03226300	P9	NON	2013	2013
03226300	P9	NON	2014	2014
03226300	P9	NON	2015	2015
03226300	P9	NON	2016	2016
03226300	P9	NON	2017	2017
03226300	P9	NON	2018	2018
03226300	P9	NON	2019	2019
03226300	P9	NON	2020	2020
03226300	P9	NON	2021	2021
03226300	P9	NON	2022	2022
03226300	P9	NON	2023	2023
03226300	P9	NON	2024	2024
03226300	P9	NON	2025	2025
03226420	TP9	NON	2015	2015
03226420	TP9	NON	2016	2016
03226420	TP9	NON	2017	2017
03226420	TP9	NON	2018	2018
03226420	TP9	NON	2019	2019
03226420	TP9	NON	2020	2020
03226420	TP9	NON	2021	2021
03226420	TP9	NON	2022	2022
03226435	TP9	NON	2023	2023
03226488	TP9	NON	2013	2013
03226488	TP9	NON	2014	2014
03226488	TP9	NON	2015	2015
03226488	TP9	NON	2016	2016
03226488	TP9	NON	2017	2017
03226488	TP9	NON	2018	2018
03226488	TP9	NON	2019	2019
03226488	TP9	NON	2020	2020
03226488	TP9	NON	2021	2021
03226488	TP9	NON	2022	2022
03226488	TP9	NON	2023	2023
03226488	TP9	NON	2024	2024
03226540	P9	NON	2008	2008
03226540	P9	NON	2009	2009
03226540	P9	NON	2010	2010
03226540	P9	NON	2011	2011
03226540	P9	NON	2012	2012
03226540	P9	NON	2013	2013
03226540	P9	NON	2014	2014
03226540	P9	NON	2015	2015
03226540	P9	NON	2016	2016
03226540	P9	NON	2017	2017
03226540	P9	NON	2018	2018
03226540	P9	NON	2019	2019
03226540	P9	NON	2020	2020
03226540	P9	NON	2021	2021
03226540	P9	NON	2022	2022
03226540	P9	NON	2023	2023
03226540	P9	NON	2024	2024
03226540	P9	NON	2025	2025
03226590	P9	NON	2016	2016
03226590	P9	NON	2017	2017
03226590	P9	NON	2018	2018
03226640	TP9	NON	2012	2012
03226640	TP9	NON	2013	2013
03226640	TP9	NON	2014	2014
03226640	TP9	NON	2015	2015
03226640	TP9	NON	2016	2016
03226640	TP9	NON	2017	2017
03226640	TP9	NON	2018	2018
03226640	TP9	NON	2019	2019
03226640	TP9	NON	2020	2020
03226640	TP9	NON	2021	2021
03226640	TP9	NON	2022	2022
03226640	TP9	NON	2023	2023
03226640	TP9	NON	2024	2024
03226660	TP9	NON	2012	2012
03226660	TP9	NON	2013	2013
03226660	TP9	NON	2014	2014
03226660	TP9	NON	2015	2015
03226695	TP9	NON	2018	2018
03226720	P9	NON	2010	2010
03226720	P9	NON	2011	2011
03226720	P9	NON	2012	2012
03226720	P9	NON	2013	2013
03226720	P9	NON	2014	2014
03226720	P9	NON	2015	2015
03226720	P9	NON	2016	2016
03226720	P9	NON	2017	2017
03226720	P9	NON	2018	2018
03226720	P9	NON	2019	2019
03226720	P9	NON	2020	2020
03226720	P9	NON	2021	2021
03226720	P9	NON	2022	2022
03226720	P9	NON	2023	2023
03226720	P9	NON	2024	2024
03226835	TP9	NON	2012	2012
03226835	TP9	NON	2013	2013
03226835	TP9	NON	2014	2014
03226835	TP9	NON	2015	2015
03226835	TP9	NON	2016	2016
03226835	TP9	NON	2017	2017
03226835	TP9	NON	2018	2018
03226835	TP9	NON	2019	2019
03226835	TP9	NON	2020	2020
03226835	TP9	NON	2021	2021
03226835	TP9	NON	2022	2022
03226835	TP9	NON	2023	2023
03226835	TP9	NON	2024	2024
03227010	M9	NON	2011	2011
03227010	M9	NON	2012	2012
03227010	M9	NON	2013	2013
03227010	M9	NON	2014	2014
03227010	M9	NON	2015	2015
03227010	M9	NON	2016	2016
03227010	M9	NON	2017	2017
03227010	M9	NON	2018	2018
03227010	M9	NON	2019	2019
03227010	M9	NON	2020	2020
03227010	M9	NON	2021	2021
03227010	M9	NON	2022	2022
03227010	M9	NON	2023	2023
03227010	M9	NON	2024	2024
03227100	P9	NON	2008	2008
03227100	P9	NON	2009	2009
03227100	P9	NON	2010	2010
03227100	P9	NON	2011	2011
03227100	P9	NON	2012	2012
03227100	P9	NON	2013	2013
03227100	P9	NON	2014	2014
03227100	P9	NON	2015	2015
03227100	P9	NON	2016	2016
03227100	P9	NON	2017	2017
03227100	P9	NON	2018	2018
03227100	P9	NON	2019	2019
03227100	P9	NON	2020	2020
03227100	P9	NON	2021	2021
03227100	P9	NON	2022	2022
03227100	P9	NON	2023	2023
03227100	P9	NON	2024	2024
03227296	TP9	NON	1988	1988
03227296	TP9	NON	1989	1989
03227296	TP9	NON	1990	1990
03227296	TP9	NON	1991	1991
03227296	TP9	NON	1992	1992
03227296	TP9	NON	1993	1993
03227296	TP9	NON	1994	1994
03227296	TP9	NON	1995	1995
03227296	TP9	NON	1996	1996
03227296	TP9	NON	1997	1997
03227296	TP9	NON	1998	1998
03227296	TP9	NON	1999	1999
03227296	TP9	NON	2000	2000
03227296	TP9	NON	2001	2001
03227296	TP9	NON	2002	2002
03227296	TP9	NON	2003	2003
03227296	TP9	NON	2004	2004
03227296	TP9	NON	2005	2005
03227296	TP9	NON	2006	2006
03227296	TP9	NON	2007	2007
03227296	TP9	NON	2008	2008
03227296	TP9	NON	2009	2009
03227296	TP9	NON	2010	2010
03227296	TP9	NON	2011	2011
03227296	TP9	NON	2012	2012
03227296	TP9	NON	2013	2013
03227296	TP9	NON	2014	2014
03227296	TP9	NON	2015	2015
03227296	TP9	NON	2016	2016
03227296	TP9	NON	2017	2017
03227296	TP9	NON	2018	2018
03227296	TP9	NON	2019	2019
03227296	TP9	NON	2020	2020
03227296	TP9	NON	2021	2021
03227296	TP9	NON	2022	2022
03227296	TP9	NON	2023	2023
03227296	TP9	NON	2024	2024
03227296	TP9	NON	2025	2025
03227327	TP9	NON	1983	1983
03227475	TP9	NON	1989	1989
03227475	TP9	NON	1990	1990
03227475	TP9	NON	1991	1991
03227475	TP9	NON	1992	1992
03227475	TP9	NON	1993	1993
03227475	TP9	NON	1994	1994
03227475	TP9	NON	1995	1995
03227475	TP9	NON	1996	1996
03227475	TP9	NON	1997	1997
03227475	TP9	NON	1998	1998
03227475	TP9	NON	1999	1999
03227475	TP9	NON	2000	2000
03227475	TP9	NON	2001	2001
03227475	TP9	NON	2002	2002
03227475	TP9	NON	2003	2003
03227475	TP9	NON	2004	2004
03227475	TP9	NON	2005	2005
03227475	TP9	NON	2006	2006
03227475	TP9	NON	2007	2007
03227475	TP9	NON	2008	2008
03227475	TP9	NON	2009	2009
03227475	TP9	NON	2010	2010
03227475	TP9	NON	2011	2011
03227475	TP9	NON	2012	2012
03227475	TP9	NON	2013	2013
03227475	TP9	NON	2014	2014
03227475	TP9	NON	2015	2015
03227475	TP9	NON	2016	2016
03227475	TP9	NON	2017	2017
03227475	TP9	NON	2018	2018
03227475	TP9	NON	2019	2019
03227475	TP9	NON	2020	2020
03227475	TP9	NON	2021	2021
03227475	TP9	NON	2022	2022
03227475	TP9	NON	2023	2023
03227475	TP9	NON	2024	2024
03227495	P9	NON	2012	2012
03227495	P9	NON	2013	2013
03227495	P9	NON	2014	2014
03227495	P9	NON	2015	2015
03227495	P9	NON	2016	2016
03227495	P9	NON	2017	2017
03227495	P9	NON	2018	2018
03227495	P9	NON	2019	2019
03227495	P9	NON	2020	2020
03227495	P9	NON	2021	2021
03227623	TP9	NON	1986	1986
03227623	TP9	NON	1987	1987
03227623	TP9	NON	1988	1988
03227623	TP9	NON	1989	1989
03227623	TP9	NON	1990	1990
03227623	TP9	NON	1991	1991
03227623	TP9	NON	1992	1992
03227623	TP9	NON	1993	1993
03227623	TP9	NON	1994	1994
03227623	TP9	NON	1995	1995
03227623	TP9	NON	1996	1996
03227623	TP9	NON	1997	1997
03227623	TP9	NON	1998	1998
03227623	TP9	NON	1999	1999
03227623	TP9	NON	2000	2000
03227623	TP9	NON	2001	2001
03227623	TP9	NON	2002	2002
03227623	TP9	NON	2003	2003
03227623	TP9	NON	2004	2004
03227623	TP9	NON	2005	2005
03227623	TP9	NON	2006	2006
03227623	TP9	NON	2007	2007
03227623	TP9	NON	2008	2008
03227623	TP9	NON	2009	2009
03227623	TP9	NON	2010	2010
03227623	TP9	NON	2011	2011
03227623	TP9	NON	2012	2012
03227623	TP9	NON	2013	2013
03227623	TP9	NON	2014	2014
03227623	TP9	NON	2015	2015
03227623	TP9	NON	2016	2016
03227623	TP9	NON	2017	2017
03227623	TP9	NON	2018	2018
03227623	TP9	NON	2019	2019
03227623	TP9	NON	2020	2020
03227690	P9	NON	2012	2012
03227690	P9	NON	2013	2013
03227690	P9	NON	2014	2014
03227690	P9	NON	2015	2015
03227690	P9	NON	2016	2016
03227690	P9	NON	2017	2017
03227690	P9	NON	2018	2018
03227690	P9	NON	2019	2019
03227690	P9	NON	2020	2020
03227690	P9	NON	2021	2021
03227690	P9	NON	2022	2022
03227690	P9	NON	2023	2023
03227725	P9	NON	2017	2017
03227725	P9	NON	2018	2018
03227725	P9	NON	2019	2019
03227725	P9	NON	2020	2020
03227725	P9	NON	2021	2021
03227725	P9	NON	2022	2022
03227725	P9	NON	2023	2023
03227725	P9	NON	2024	2024
03227745	P9	NON	2024	2024
03227770	P9	NON	1983	1983
03227770	P9	NON	1984	1984
03227770	P9	NON	1985	1985
03227770	P9	NON	1986	1986
03227770	P9	NON	1987	1987
03227770	P9	NON	1988	1988
03227770	P9	NON	1989	1989
03227770	P9	NON	1990	1990
03227770	P9	NON	1991	1991
03227770	P9	NON	1992	1992
03227770	P9	NON	1993	1993
03227770	P9	NON	1994	1994
03227770	P9	NON	1995	1995
03227770	P9	NON	1996	1996
03227770	P9	NON	1997	1997
03227770	P9	NON	1998	1998
03227770	P9	NON	1999	1999
03227770	P9	NON	2000	2000
03227770	P9	NON	2001	2001
03227770	P9	NON	2002	2002
03227770	P9	NON	2003	2003
03227770	P9	NON	2004	2004
03227770	P9	NON	2005	2005
03227770	P9	NON	2006	2006
03227770	P9	NON	2007	2007
03227770	P9	NON	2008	2008
03227770	P9	NON	2009	2009
03227770	P9	NON	2010	2010
03227770	P9	NON	2011	2011
03227770	P9	NON	2012	2012
03227770	P9	NON	2013	2013
03227770	P9	NON	2014	2014
03227770	P9	NON	2015	2015
03227770	P9	NON	2016	2016
03227770	P9	NON	2017	2017
03227770	P9	NON	2018	2018
03227770	P9	NON	2019	2019
03227770	P9	NON	2020	2020
03227770	P9	NON	2021	2021
03227770	P9	NON	2022	2022
03227770	P9	NON	2023	2023
03227770	P9	NON	2024	2024
03227935	TP9	NON	2012	2012
03227935	TP9	NON	2013	2013
03227935	TP9	NON	2014	2014
03227935	TP9	NON	2015	2015
03227935	TP9	NON	2016	2016
03227935	TP9	NON	2017	2017
03227935	TP9	NON	2018	2018
03227935	TP9	NON	2019	2019
03227935	TP9	NON	2020	2020
03228000	M9	NON	2010	2010
03228000	M9	NON	2011	2011
03228000	M9	NON	2012	2012
03228000	M9	NON	2013	2013
03228000	M9	NON	2014	2014
03228000	M9	NON	2015	2015
03228000	M9	NON	2016	2016
03228000	M9	NON	2017	2017
03228000	M9	NON	2018	2018
03228000	M9	NON	2019	2019
03228000	M9	NON	2020	2020
03228000	M9	NON	2021	2021
03228000	M9	NON	2022	2022
03228020	TP9	NON	2015	2015
03228020	TP9	NON	2016	2016
03228020	TP9	NON	2017	2017
03228020	TP9	NON	2018	2018
03228020	TP9	NON	2019	2019
03228020	TP9	NON	2020	2020
03228020	TP9	NON	2021	2021
03228020	TP9	NON	2022	2022
03228050	TP9	NON	2012	2012
03228050	TP9	NON	2013	2013
03228050	TP9	NON	2014	2014
03228050	TP9	NON	2015	2015
03228050	TP9	NON	2016	2016
03228050	TP9	NON	2017	2017
03228050	TP9	NON	2018	2018
03228050	TP9	NON	2019	2019
03228050	TP9	NON	2020	2020
03228050	TP9	NON	2021	2021
03228120	TP9	NON	2012	2012
03228120	TP9	NON	2013	2013
03228120	TP9	NON	2014	2014
03228120	TP9	NON	2015	2015
03228120	TP9	NON	2016	2016
03228120	TP9	NON	2017	2017
03228120	TP9	NON	2018	2018
03228120	TP9	NON	2019	2019
03228120	TP9	NON	2020	2020
03228120	TP9	NON	2021	2021
03228120	TP9	NON	2022	2022
03228200	TP9	NON	2015	2015
03228200	TP9	NON	2016	2016
03228200	TP9	NON	2017	2017
03228200	TP9	NON	2018	2018
03228200	TP9	NON	2019	2019
03228200	TP9	NON	2020	2020
03228200	TP9	NON	2021	2021
03228360	TP9	NON	2011	2011
03228360	TP9	NON	2012	2012
